"scientific","family","rec_gbif"
"Preslianthus pittieri (Standl.) Iltis & Cornejo","Capparaceae",2
"Chlorospatha Engl.","Araceae",2
"Xanthosoma caquetense Croat, Delannay & Edwin Trujillo","Araceae",2
"Chelonanthus Gilg","Gentianaceae",2
"Chelonanthus albus (Spruce ex Progel) V.M.Badillo","Gentianaceae",2
"Chelonanthus alatus Standl.","Gentianaceae",2
"Cheilolejeunea neblinensis Ilk.-Borg. & Gradst.","Lejeuneaceae",2
"Protium guacayanum Cuatrec.","Burseraceae",2
"Cheilolejeunea aneogyna (Spruce) A.Evans","Lejeuneaceae",2
"Cheilolejeunea (Spruce) Steph.","Lejeuneaceae",2
"Cheiloclinium articulatum (A.C.Sm.) A.C.Sm.","Celastraceae",2
"Chamissoa acuminata C.Mart.","Amaranthaceae",2
"Chamaedorea Willd.","Arecaceae",2
"Protium strumosum Daly","Burseraceae",2
"Prunus rotunda J.F.Macbr.","Rosaceae",2
"Zygia longifolia (Humb. & Bonpl. ex Willd.) Britton & Rose","Fabaceae",2
"Pseudolycopodiella caroliniana (L.) Holub","Lycopodiaceae",2
"Pseudomonotes Londoño, Alvarez, Forero & Morton","Dipterocarpaceae",2
"Pseudopaegma insculptum Sandwith","Bignoniaceae",2
"Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima","Fabaceae",2
"Ceratolejeunea cornuta (Lindenb.) Steph.","Lejeuneaceae",2
"Pseudoxandra pacifica Maas","Annonaceae",2
"Zygia ocumarensis (Pittier) Barneby & J.W.Grimes","Fabaceae",2
"Ceratolejeunea coarina (Gottsche) Schiffn.","Lejeuneaceae",2
"Psidium humile Vell.","Myrtaceae",2
"Psiguria Neck.","Cucurbitaceae",2
"Psittacanthus cucullaris (Lam.) G.Don","Loranthaceae",2
"Psittacanthus cupulifer (Kunth) Klotzsch","Loranthaceae",2
"Centratherum punctatum Cass.","Asteraceae",2
"Celtis L.","Cannabaceae",2
"Psychotria araguana Standl.","Rubiaceae",2
"Psychotria astrellantha Wernham","Rubiaceae",2
"Cedrela P.Browne","Meliaceae",2
"Psychotria casiquiaria Müll.Arg.","Rubiaceae",2
"Cecropia angustifolia Trécul","Urticaceae",2
"Cayaponia ruizii Cogn.","Cucurbitaceae",2
"Psychotria gracilenta Müll.Arg.","Rubiaceae",2
"Cayaponia macrocalyx Harms","Cucurbitaceae",2
"Cayaponia granatensis Cogn.","Cucurbitaceae",2
"Catasetum discolor (Lindl.) Lindl.","Orchidaceae",2
"Psychotria mapourioides DC.","Rubiaceae",2
"Psychotria marcgraviella Standl.","Rubiaceae",2
"Psychotria medusula Müll.Arg.","Rubiaceae",2
"Catasetum ×roseoalbum (Hook.) Lindl.","Orchidaceae",2
"Cassipourea Aubl.","Rhizophoraceae",2
"Cassia L.","Fabaceae",2
"Psychotria rhodothamna Standl.","Rubiaceae",2
"Psychotria schunkei C.M.Taylor","Rubiaceae",2
"Casearia obovalis Poepp. ex Griseb.","Salicaceae",2
"Casearia nigricans Sleumer","Salicaceae",2
"Psychotria stipulosa Müll.Arg.","Rubiaceae",2
"Casearia arguta Kunth","Salicaceae",2
"Psychotria zevallosii C.M.Taylor","Rubiaceae",2
"Pteridium arachnoideum (Kaulf.) Maxon","Dennstaedtiaceae",2
"Pteris altissima Poir.","Pteridaceae",2
"Caryodendron H.Karst.","Euphorbiaceae",2
"Pterogastra divaricata (Bonpl.) Naudin","Melastomataceae",2
"Cariniana micrantha Ducke","Lecythidaceae",2
"Cariniana domestica (Mart.) Miers","Lecythidaceae",2
"Caricaceae","Caricaceae",2
"Carica microcarpa Jacq.","Caricaceae",2
"Qualea psidiifolia Spruce ex Warm.","Vochysiaceae",2
"Caraipa tereticaulis Tul.","Calophyllaceae",2
"Quararibea spatulata Ducke","Malvaceae",2
"Acianthera lanceana (G.Lodd. ex Lindl.) Pridgeon & M.W.Chase","Orchidaceae",2
"Quiina leptoclada Tul.","Quiinaceae",2
"Caraipa heterocarpa Ducke","Calophyllaceae",2
"Capparis L.","Capparaceae",2
"Randia ruiziana DC.","Rubiaceae",2
"Acianthera discophylla (Luer & Carnevali) Luer","Orchidaceae",2
"Rapatea longipes Spruce ex Körn.","Rapateaceae",2
"Rapatea modesta Maguire","Rapateaceae",2
"Rapatea schultesiana García-Barr. & L.E.Mora","Rapateaceae",2
"Raputia ulei (K.Krause) Kallunki","Rutaceae",2
"Caperonia palustris (L.) A.St.-Hil.","Euphorbiaceae",2
"Xylopia crinita R.E.Fr.","Annonaceae",2
"Rauvolfia leptophylla A.S.Rao","Apocynaceae",2
"Rauvolfia sprucei Müll.Arg.","Apocynaceae",2
"Recordoxylon amazonicum (Ducke) Ducke","Fabaceae",2
"Remijia longifolia Benth. ex Standl.","Rubiaceae",2
"Caperonia aculeolata Müll.Arg.","Euphorbiaceae",2
"Cantinoa mutabilis (Rich.) Harley & J.F.B.Pastore","Lamiaceae",2
"Canna edulis Ker Gawl.","Cannaceae",2
"Campylopus surinamensis C.Müller, 1848","Dicranaceae",2
"Retiniphyllum speciosum (Spruce ex Benth.) Müll.Arg.","Rubiaceae",2
"Campyloneurum aphanophlebium (Kunze) T.Moore","Polypodiaceae",2
"Rhipidocladum McClure","Poaceae",2
"Campsiandra steyermarkiana Stergios","Fabaceae",2
"Rhodospatha brachypoda G.S.Bunting","Araceae",2
"Rhodostemonodaphne dioica (Mez) Rohwer","Lauraceae",2
"Rhodostemonodaphne sordida Madriñán","Lauraceae",2
"Rhynchospora albida (Nees) Boeckeler","Cyperaceae",2
"Rhynchospora brasiliensis Boeckeler","Cyperaceae",2
"Rhynchospora cariciformis Nees","Cyperaceae",2
"Rhynchospora cephalotes (L.) Vahl","Cyperaceae",2
"Rhynchospora exaltata Kunth","Cyperaceae",2
"Rhynchospora nervosa (Vahl) Boeckeler","Cyperaceae",2
"Rhynchospora pubera (Vahl) Boeckeler","Cyperaceae",2
"Rhynchospora rugosa (Vahl) Gale","Cyperaceae",2
"Rhynchospora tenella (Nees) Boeckeler","Cyperaceae",2
"Riccardia Gray","Aneuraceae",2
"Calyptrocarya luzuliformis T.Koyama","Cyperaceae",2
"Calyptranthes pulchella DC.","Myrtaceae",2
"Calyptranthes multiflora Poepp. ex O.Berg","Myrtaceae",2
"Acalypha diversifolia Jacq.","Euphorbiaceae",2
"Calyptranthes fasciculata O.Berg","Myrtaceae",2
"Calyptranthes canaliculata McVaugh","Myrtaceae",2
"Rollinia edulis Triana & Planch.","Annonaceae",2
"Calypogeia lechleri (Steph.) Steph.","Calypogeiaceae",2
"Roucheria elata Ducke","Linaceae",2
"Roucheria laxiflora H.J.P.Winkl.","Linaceae",2
"Calymperes afzelii Swartz, 1818","Calymperaceae",2
"Roupala Aubl.","Proteaceae",2
"Roupala obtusata Klotzsch","Proteaceae",2
"Rourea glabra Kunth","Connaraceae",2
"Rourea neglecta Schellenb.","Connaraceae",2
"Rourea sprucei var. subcoriacea Forero","Connaraceae",2
"Rudgea amazonica Müll.Arg.","Rubiaceae",2
"Rudgea bracteata J.H.Kirkbr.","Rubiaceae",2
"Rudgea cryptantha Standl.","Rubiaceae",2
"Rudgea duidae (Standl.) Steyerm.","Rubiaceae",2
"Rudgea foveolata (Ruiz & Pav.) Zahlbr.","Rubiaceae",2
"Callicosta bipinnata (Schwägr.) Müll.Hal.","Daltoniaceae",2
"Rudgea sororia Standl.","Rubiaceae",2
"Ruellia menthoides (Nees) Hiern","Acanthaceae",2
"Xylopia macrantha Triana & Planch.","Annonaceae",2
"Ruizterania Marc.-Berti","Vochysiaceae",2
"Ruizterania trichanthera (Spruce ex Warm.) Marc.-Berti","Vochysiaceae",2
"Ryania speciosa var. bicolor (DC.) Monach.","Salicaceae",2
"Calathea silvosa J.F.Macbr.","Marantaceae",2
"Acacia verticillata (L'Hér.) Willd.","Fabaceae",2
"Sabicea villosa var. villosa","Rubiaceae",2
"Calathea propinqua (Poepp. & Endl.) Körn.","Marantaceae",2
"Calathea plurispicata H.Kenn.","Marantaceae",2
"Saccoloma elegans Kaulf.","Saccolomataceae",2
"Saccoloma elegans subsp. chartaceum G.B.Nair ex Cremers & K.U.Kramer","Saccolomataceae",2
"Calathea micans (L.Mathieu) Körn.","Marantaceae",2
"Sacoglottis mattogrossensis Malme","Humiriaceae",2
"Sagittaria sprucei Micheli","Alismataceae",2
"Sagotia Baill.","Euphorbiaceae",2
"Calathea lanata Petersen","Marantaceae",2
"Acacia loretensis J.F.Macbr.","Fabaceae",2
"Salacia alwynii Mennega","Celastraceae",2
"Salacia multiflora (Lam.) DC.","Celastraceae",2
"Salix humboldtiana Willd.","Salicaceae",2
"Salvinia minima Baker","Salviniaceae",2
"Salvinia Ség.","Salviniaceae",2
"Samanea saman (Jacq.) Merr.","Fabaceae",2
"Sanchezia cyathibractea Mildbr.","Acanthaceae",2
"Sanchezia decora Leonard & L.B.Sm.","Acanthaceae",2
"Sanchezia munita (Nees) Planch.","Acanthaceae",2
"Sanchezia scandens (Lindau) Leonard & L.B.Sm.","Acanthaceae",2
"Sanchezia thinophila Leonard","Acanthaceae",2
"Cabralea canjerana (Vell.) Mart.","Meliaceae",2
"Byttneria asterotricha Mildbr.","Malvaceae",2
"Sauvagesia rubiginosa A.St.-Hil.","Ochnaceae",2
"Scaphyglottis sickii Pabst","Orchidaceae",2
"Scaphyglottis stellata Lodd. ex Lindl.","Orchidaceae",2
"Schefflera confusa (Marchal) Harms","Araliaceae",2
"Xylopia nitida var. longifolia Sagot","Annonaceae",2
"Schismatoglottis spruceana (Schott) G.S.Bunting","Araceae",2
"Schistostemon macrophyllum (Benth.) Cuatrec.","Humiriaceae",2
"Schistostemon reticulatum (Ducke) Cuatrec.","Humiriaceae",2
"Schizaea elegans var. flabellum A.Samp., 1930","Schizaeaceae",2
"Byrsonima poeppigiana A.Juss.","Malpighiaceae",2
"Byrsonima flexipes W.R.Anderson","Malpighiaceae",2
"Sciaphila polygyna Maas","Triuridaceae",2
"Byrsonima concinna Benth.","Malpighiaceae",2
"Xylopia sericea A.St.-Hil.","Annonaceae",2
"Xylosma benthamii (Tul.) Triana & Planch.","Salicaceae",2
"Securidaca macrophylla (Benth.) Wurdack","Polygalaceae",2
"Bulbostylis capillaris (L.) Kunth ex C.B.Clarke","Cyperaceae",2
"Securidaca retusa Benth.","Polygalaceae",2
"Bulbophyllum Thouars","Orchidaceae",2
"Securidaca rivinifolia var. parvifolia A.W.Benn.","Polygalaceae",2
"Buchenavia viridiflora Ducke","Combretaceae",2
"Selaginella calceolata Jermy & J.M.Rankin","Selaginellaceae",2
"Buchenavia macrophylla Spruce ex Eichler","Combretaceae",2
"Selaginella flabellata (L.) Spring","Selaginellaceae",2
"Selaginella humboldtiana A.Braun","Selaginellaceae",2
"Selaginella marginata (Humb. & Bonpl. ex Willd.) Spring","Selaginellaceae",2
"Bryophyllum pinnatum (Lam.) Oken","Crassulaceae",2
"Selaginella stellata Spring","Selaginellaceae",2
"Sematophyllum aberrans E.B.Bartram, 1957","Sematophyllaceae",2
"Sematophyllum W.Mitten, 1864","Sematophyllaceae",2
"Brownea enrici Quiñones","Fabaceae",2
"Senegalia altiscandens (Ducke) Seigler & Ebinger","Fabaceae",2
"Senegalia multipinnata (Ducke) Seigler & Ebinger","Fabaceae",2
"Senna bacillaris var. benthamiana (J.F.Macbr.) H.S.Irwin & Barneby","Fabaceae",2
"Brosimum potabile Ducke","Moraceae",2
"Senna multijuga subsp. multijuga","Fabaceae",2
"Brosimum parinarioides subsp. amplicoma (Ducke) C.C.Berg","Moraceae",2
"Serjania mexicana (L.) Willd.","Sapindaceae",2
"Bromelia L.","Bromeliaceae",2
"Sextonia rubra (Mez) van der Werff","Lauraceae",2
"SH0934926.09FU","Moraceae",2
"Bougainvillea glabra Choisy","Nyctaginaceae",2
"Botrychium virginianum (L.) Sw.","Ophioglossaceae",2
"Xyris aquatica Idrobo & L.B.Sm.","Xyridaceae",2
"Borreria repens DC.","Rubiaceae",2
"SH1119688.09FU","Selaginellaceae",2
"SH1145184.09FU","Fabaceae",2
"Borojoa duckei Steyerm.","Rubiaceae",2
"SH1162172.09FU","Dicranaceae",2
"SH1189720.09FU","Dicranaceae",2
"Bonnetia paniculata Spruce ex Benth.","Bonnetiaceae",2
"Xyris fallax Malme","Xyridaceae",2
"Bolbitis oligarchica (Baker) Hennipman","Dryopteridaceae",2
"SH1259727.09FU","Scenedesmaceae",2
"Blastemanthus gemmiflorus (Mart.) Planch.","Ochnaceae",2
"Blakea caudata Triana","Melastomataceae",2
"Xyris Gronovius","Xyridaceae",2
"Simaba cavalcantei W.W.Thomas","Simaroubaceae",2
"Bignonia noterophila Mart. ex DC.","Bignoniaceae",2
"Bifrenaria Lindl.","Orchidaceae",2
"Besleria pauciflora Rusby","Gesneriaceae",2
"Bertiera Aubl.","Rubiaceae",2
"Bertholletia excelsa Bonpl.","Lecythidaceae",2
"Bellucia umbellata Gleason","Melastomataceae",2
"Bellucia Neck.","Melastomataceae",2
"Siphanthera dawsonii Wurdack","Melastomataceae",2
"Beilschmiedia Nees","Lauraceae",2
"Sloanea gracilis Uittien","Elaeocarpaceae",2
"Sloanea latifolia (Rich.) K.Schum.","Elaeocarpaceae",2
"Sloanea macrophylla Benth. ex Turcz.","Elaeocarpaceae",2
"Sloanea multiflora H.Karst.","Elaeocarpaceae",2
"Bazzania robusta Spruce","Lepidoziaceae",2
"Sloanea porphyrocarpa Ducke","Elaeocarpaceae",2
"Sloanea pubescens (Poepp. & Endl.) Benth.","Elaeocarpaceae",2
"Sloanea robusta Uittien","Elaeocarpaceae",2
"Xyris spruceana Malme","Xyridaceae",2
"Abarema barbouriana var. arenaria (Ducke) Barneby & J.W.Grimes","Fabaceae",2
"Smilax pittieriana Steyerm.","Smilacaceae",2
"Bazzania cuneistipula (Gottsche & Lindenb.) Trevis.","Lepidoziaceae",2
"Solanum americanum Mill.","Solanaceae",2
"Xyris wurdackii Maguire & L.B.Sm.","Xyridaceae",2
"Solanum circinatum Bohs","Solanaceae",2
"Solanum imberbe Bitter","Solanaceae",2
"Solanum leucopogon Huber","Solanaceae",2
"Solanum monarchostemon S.Knapp","Solanaceae",2
"Solanum nemorense Dunal","Solanaceae",2
"Solanum nigrum L.","Solanaceae",2
"Solanum nudum Humb. & Bonpl. ex Dunal","Solanaceae",2
"Bathysa bathysoides (Steyerm.) Delprete","Rubiaceae",2
"Solanum umbellatum Mill.","Solanaceae",2
"Solanum volubile Sw.","Solanaceae",2
"Banisteriopsis caapi (Spruce ex Griseb.) Morton","Malpighiaceae",2
"Banisteriopsis C.B.Rob.","Malpighiaceae",2
"Banara arguta Briq.","Salicaceae",2
"Bambusa vulgaris Schrad. ex J.C.Wendl.","Poaceae",2
"Balanophoraceae","Balanophoraceae",2
"Souroubea bicolor (Benth.) DeRoon","Marcgraviaceae",2
"Bactris gasipaes Kunth","Arecaceae",2
"Souroubea dasystachya Gilg & Werderm.","Marcgraviaceae",2
"Spathiphyllum minor G.S.Bunting","Araceae",2
"Spathiphyllum neblinae G.S.Bunting","Araceae",2
"Specklinia grobyi (Bateman ex Lindl.) F.Barros","Orchidaceae",2
"Sphagneticola trilobata (L.) Pruski","Asteraceae",2
"Splachnobryum obtusum (Brid.) Müll.Hal.","Splachnobryaceae",2
"Bactris acanthocarpa var. exscapa Barb.Rodr.","Arecaceae",2
"Baccharis trinervis var. rhexioides (Kunth) Baker","Asteraceae",2
"Spondias venosa Mart. ex Colla","Anacardiaceae",2
"Stachyarrhena duckei Standl.","Rubiaceae",2
"Stachyococcus Standl.","Rubiaceae",2
"Abelmoschus moschatus (L.) Medik.","Malvaceae",2
"Axonopus scoparius (Flüggé) Kuhlm.","Poaceae",2
"Zamiaceae","Zamiaceae",2
"Axonopus fissifolius (Raddi) Kuhlm.","Poaceae",2
"Sterculia rugosa R.Br.","Malvaceae",2
"Sterculia stipulifera subsp. peruviana D.R.Simpson","Malvaceae",2
"Sterculia stipulifera var. peruviana D.R.Simpson, 1982","Malvaceae",2
"Astrocaryum murumuru var. macrocalyx (Burret) A.J.Hend.","Arecaceae",2
"Asplundia vagans Harling","Cyclanthaceae",2
"Asplundia ulei Harling","Cyclanthaceae",2
"Stigmaphyllon lacunosum A.Juss.","Malpighiaceae",2
"Streptocalyx williamsii L.B.Sm.","Bromeliaceae",2
"Zanthoxylum kellermanii P.Wilson","Rutaceae",2
"Strychnos toxifera M.R.Schomb. ex Lindl.","Loganiaceae",2
"Stryphnodendron Mart.","Fabaceae",2
"Arthrostylidium youngianum L.G.Clark & Judz.","Poaceae",2
"Stylogyne atra Mez","Primulaceae",2
"Arrabidaea spicata Bureau & K.Schum.","Bignoniaceae",2
"Stylogyne nigricans (A.DC.) Mez","Primulaceae",2
"Swartzia cabrerae R.S.Cowan","Fabaceae",2
"Zanthoxylum sprucei Engl.","Rutaceae",2
"Swartzia cupavenensis R.S.Cowan","Fabaceae",2
"Swartzia martii Eichler ex Benth.","Fabaceae",2
"Zanthoxylum syncarpum Tul.","Rutaceae",2
"Swartzia oblanceolata Sandwith","Fabaceae",2
"Aristolochia klugii O.C.Schmidt","Aristolochiaceae",2
"Swartzia parvifolia Schery","Fabaceae",2
"Aristolochia acutifolia Duch.","Aristolochiaceae",2
"Ardisia popayanensis Mez","Primulaceae",2
"Swartzia schultesii R.S.Cowan","Fabaceae",2
"Ardisia foetida Willd. ex Roem. & Schult.","Primulaceae",2
"Syagrus Mart.","Arecaceae",2
"Syngonanthus reflexus Gleason","Eriocaulaceae",2
"Abarema barbouriana (Standl.) Barneby & J.W.Grimes","Fabaceae",2
"Syrrhopodon lanceolatus W.D.Reese, 1994","Calymperaceae",2
"Syrrhopodon miquelianus Müll.Hal.","Calymperaceae",2
"Apteria aphylla (Nutt.) Barnhart ex Small","Burmanniaceae",2
"Syzygium cumini (L.) Skeels","Myrtaceae",2
"Tabebuia chrysantha (Jacq.) Nicholson","Bignoniaceae",2
"Tabebuia Gomes ex DC.","Bignoniaceae",2
"Tabebuia serratifolia Rolfe, 1893","Bignoniaceae",2
"Tabernaemontana disticha A.DC.","Apocynaceae",2
"Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.","Apocynaceae",2
"Apiaceae","Apiaceae",2
"Tabernaemontana maxima Markgr.","Apocynaceae",2
"Aphelandra maculata (Tafalla ex Nees) Voss","Acanthaceae",2
"Zea mays subsp. mays","Poaceae",2
"Antrophyum guayanense Hieron.","Pteridaceae",2
"Antonia ovata Pohl","Loganiaceae",2
"Tachigali rugosa (Mart. ex Benth.) Zarucchi & Pipoly","Fabaceae",2
"Tachigali schultesiana Dwyer","Fabaceae",2
"Tagetes erecta L.","Asteraceae",2
"Talisia acutifolia Radlk.","Sapindaceae",2
"Talisia dasyclada Radlk.","Sapindaceae",2
"Talisia japurensis (C.DC.) Radlk.","Sapindaceae",2
"Talisia obovata A.C.Sm.","Sapindaceae",2
"Anthurium croatii Madison","Araceae",2
"Anthurium atropurpureum var. atropurpureum","Araceae",2
"Tapirira peckoltiana Engl.","Anacardiaceae",2
"Anthurium atropurpureum var. arenicola Croat","Araceae",2
"Anthodiscus obovatus Benth. ex Wittm.","Caryocaraceae",2
"Anomospermum solimoesanum (Moldenke) Krukoff & Barneby","Menispermaceae",2
"Anomospermum reticulatum subsp. reticulatum","Menispermaceae",2
"Tassadia milanezii Fontella","Apocynaceae",2
"Tecoma stans (L.) Juss. ex Kunth","Bignoniaceae",2
"Tectaria Cav.","Tectariaceae",2
"Tectaria draconoptera (D.C.Eaton) Copel.","Tectariaceae",2
"Anomoclada portoricensis (Hampe & Gottsche) Vána","Cephaloziaceae",2
"Telaranea sejuncta (Ångstr.) S.W.Arnell","Lepidoziaceae",2
"Telitoxicum peruvianum Moldenke","Menispermaceae",2
"Terminalia catappa L.","Combretaceae",2
"Annona papilionella (Diels) H.Rainer","Annonaceae",2
"Terminalia dichotoma E.Mey.","Combretaceae",2
"Terminalia oxycarpa Mart.","Combretaceae",2
"Terminalia parvifolia subsp. parvifolia","Combretaceae",2
"Terminalia pulcherrima (Exell & Stace) Gere & Boatwr.","Combretaceae",2
"Annona jucunda Diels","Annonaceae",2
"Ternstroemia Mutis, 1782",NULL,2
"Ternstroemia verticillata Klotzsch ex Wawra","Pentaphylacaceae",2
"Tetracera L.","Dilleniaceae",2
"Annona asplundiana R.E.Fr.","Annonaceae",2
"Tetrapterys glabrifolia (Griseb.) Small","Malpighiaceae",2
