"locality","decimallat","decimallon","rec_gbif","species"
"1 oct. 2019 11:59 a. m.--4.213, -69.943 Desde El Hotel Malokamazonas Hasta el Parque Santander",-4.212645,-69.94298,1,1
"(-4.2141,-69.9419)",-4.214104,-69.941925,1,1
"(-4,194, -69,94)",-4.193632,-69.9402,1,1
NULL,-4.227106,-69.947338,1,1
NULL,-4.225018,-69.940867,1,1
NULL,-4.2221,-69.941853,1,1
NULL,-4.220676,-69.945983,1,1
NULL,-4.220015,-69.930018,1,1
NULL,-4.219952,-69.929982,1,1
NULL,-4.219932,-69.930183,1,1
NULL,-4.219874,-69.92996,1,1
NULL,-4.219727,-69.930202,1,1
NULL,-4.219708,-69.929988,1,1
NULL,-4.219702,-69.930281,1,1
NULL,-4.21969,-69.930365,1,1
NULL,-4.218781,-69.942556,1,1
NULL,-4.218255,-69.945618,1,1
NULL,-4.21822,-69.942983,1,1
NULL,-4.21793,-69.947508,1,1
NULL,-4.217629,-69.948281,1,1
NULL,-4.217518,-69.942023,1,1
NULL,-4.217489,-69.941992,1,1
NULL,-4.217476,-69.941349,1,1
NULL,-4.217446,-69.942007,1,1
NULL,-4.217376,-69.94192,1,1
NULL,-4.216895,-69.938111,1,1
NULL,-4.216247,-69.945256,1,1
NULL,-4.21573,-69.945578,1,1
NULL,-4.215616,-69.945863,1,1
NULL,-4.215278,-69.947426,1,1
NULL,-4.215209,-69.942335,1,1
NULL,-4.215205,-69.94078,1,1
NULL,-4.2152,-69.9405,1,1
NULL,-4.215156,-69.942407,1,1
NULL,-4.21482,-69.958888,1,1
NULL,-4.214787,-69.945673,1,1
NULL,-4.214662,-69.939815,1,1
NULL,-4.212842,-69.942397,1,1
NULL,-4.212777,-69.934686,1,1
NULL,-4.212578,-69.934522,1,1
NULL,-4.211619,-69.939753,1,1
NULL,-4.210635,-69.947202,1,1
NULL,-4.209488,-69.9477,1,1
NULL,-4.20943,-69.949608,1,1
NULL,-4.209183,-69.934311,1,1
NULL,-4.208717,-69.939416,1,1
NULL,-4.208716,-69.939418,1,1
NULL,-4.208705,-69.939407,1,1
NULL,-4.208353,-69.931587,1,1
NULL,-4.207783,-69.947395,1,1
NULL,-4.207776,-69.939813,1,1
NULL,-4.20737,-69.940414,1,1
NULL,-4.207005,-69.940883,1,1
NULL,-4.206698,-69.939923,1,1
NULL,-4.206688,-69.939882,1,1
NULL,-4.206493,-69.953835,1,1
NULL,-4.205563,-69.950558,1,1
NULL,-4.204432,-69.951278,1,1
NULL,-4.203678,-69.93495,1,1
NULL,-4.203107,-69.935907,1,1
NULL,-4.203079,-69.935907,1,1
NULL,-4.201415,-69.95193,1,1
NULL,-4.19952,-69.944253,1,1
NULL,-4.199028,-69.933317,1,1
NULL,-4.197383,-69.96127,1,1
NULL,-4.197367,-69.963732,1,1
NULL,-4.196451,-69.939841,1,1
NULL,-4.19597,-69.939347,1,1
NULL,-4.195804,-69.943271,1,1
NULL,-4.195714,-69.939498,1,1
NULL,-4.194793,-69.937717,1,1
NULL,-4.19457,-69.941453,1,1
NULL,-4.194306,-69.942327,1,1
NULL,-4.194216,-69.940002,1,1
NULL,-4.19414,-69.940495,1,1
NULL,-4.193777,-69.940392,1,1
NULL,-4.193601,-69.940251,1,1
NULL,-4.193006,-69.938647,1,1
NULL,-4.191523,-69.941486,1,1
NULL,-4.191181,-69.965347,1,1
NULL,-4.191061,-69.941454,1,1
NULL,-4.190021,-69.940955,1,1
NULL,-4.189635,-69.93963,1,1
NULL,-4.189273,-69.940309,1,1
NULL,-4.18923,-69.939741,1,1
NULL,-4.188841,-69.938916,1,1
NULL,-4.188573,-69.949479,1,1
NULL,-4.187757,-69.970068,1,1
NULL,-4.185972,-69.966205,1,1
NULL,-4.18536,-69.978479,1,1
NULL,-4.18477,-69.973317,1,1
NULL,-4.18445,-69.966877,1,1
NULL,-4.183157,-69.969915,1,1
NULL,-4.181934,-69.993323,1,1
NULL,-4.180629,-69.971577,1,1
NULL,-4.178952,-69.934258,1,1
NULL,-4.176225,-69.941063,1,1
NULL,-4.170387,-69.99639,1,1
NULL,-4.14493,-69.929765,1,1
NULL,-4.144927,-69.929687,1,1
NULL,-4.14492,-69.929528,1,1
NULL,-4.134387,-70.016904,1,1
NULL,-4.132321,-70.015697,1,1
NULL,-4.130677,-69.956077,1,1
NULL,-4.125657,-69.948216,1,1
NULL,-4.121126,-70.006928,1,1
NULL,-4.120762,-69.9336,1,1
NULL,-4.115696,-69.977583,1,1
NULL,-4.107887,-69.969522,1,1
NULL,-4.10618,-70.050915,1,1
NULL,-4.103111,-69.97477,1,1
NULL,-4.102615,-70.0049,1,1
NULL,-4.097469,-70.045867,1,1
NULL,-4.092973,-69.977932,1,1
NULL,-4.091657,-70.015886,1,1
NULL,-4.087,-70.054339,1,1
NULL,-4.075989,-70.054364,1,1
NULL,-4.073717,-69.974599,1,1
NULL,-4.06676,-69.97849,1,1
NULL,-4.063976,-70.00488,1,1
NULL,-4.060017,-70.082966,1,1
NULL,-4.057731,-70.084551,1,1
NULL,-4.05288,-70.074081,1,1
NULL,-4.049398,-70.088614,1,1
NULL,-4.047862,-70.081799,1,1
NULL,-4.043059,-70.05686,1,1
NULL,-4.036863,-70.070818,1,1
NULL,-4.036863,-70.059831,1,1
NULL,-4.033066,-69.922171,1,1
NULL,-4.032414,-70.10325,1,1
NULL,-4.032361,-70.06263,1,1
NULL,-4.031117,-70.10958,1,1
NULL,-4.030829,-70.154723,1,1
NULL,-4.030786,-70.142543,1,1
NULL,-4.030414,-70.115237,1,1
NULL,-4.029918,-70.110546,1,1
NULL,-4.029833,-70.111983,1,1
NULL,-4.029616,-70.088729,1,1
NULL,-4.029576,-70.113271,1,1
NULL,-4.028377,-70.115743,1,1
NULL,-4.028163,-70.113774,1,1
NULL,-4.026091,-70.103432,1,1
NULL,-4.025563,-70.147764,1,1
NULL,-4.024639,-70.133459,1,1
NULL,-4.024456,-70.104272,1,1
NULL,-4.02362,-70.122583,1,1
NULL,-4.021283,-70.126871,1,1
NULL,-4.019058,-70.133776,1,1
NULL,-4.018897,-70.112625,1,1
NULL,-4.018895,-70.112549,1,1
NULL,-4.018863,-70.112843,1,1
NULL,-4.017993,-70.112801,1,1
NULL,-4.017851,-70.112295,1,1
NULL,-4.017501,-70.112187,1,1
NULL,-4.017498,-70.112706,1,1
NULL,-4.017396,-70.112515,1,1
NULL,-4.017356,-70.112563,1,1
NULL,-4.017058,-70.112334,1,1
NULL,-4.017047,-70.112269,1,1
NULL,-4.016987,-70.112408,1,1
NULL,-4.012818,-70.111601,1,1
NULL,-4.012628,-70.111619,1,1
NULL,-4.011942,-70.112339,1,1
NULL,-4.011556,-70.171523,1,1
NULL,-4.011334,-70.136788,1,1
NULL,-4.011329,-70.13826,1,1
NULL,-4.011265,-70.136943,1,1
NULL,-4.011252,-70.137531,1,1
NULL,-4.011185,-70.13692,1,1
NULL,-4.010953,-70.11192,1,1
NULL,-4.010668,-70.137211,1,1
NULL,-4.010573,-70.135992,1,1
NULL,-4.010449,-70.135201,1,1
NULL,-4.010387,-70.135123,1,1
NULL,-4.010317,-70.133589,1,1
NULL,-4.010243,-70.13256,1,1
NULL,-4.010213,-70.136902,1,1
NULL,-4.010199,-70.172489,1,1
NULL,-4.010014,-70.133898,1,1
NULL,-4.009947,-70.132258,1,1
NULL,-4.009934,-69.98974,1,1
NULL,-4.009923,-70.133335,1,1
NULL,-4.009914,-70.13384,1,1
NULL,-4.009853,-70.133746,1,1
NULL,-4.009737,-70.133638,1,1
NULL,-4.009693,-70.129539,1,1
NULL,-4.009626,-70.128278,1,1
NULL,-4.009606,-70.133993,1,1
NULL,-4.009545,-70.135405,1,1
NULL,-4.00949,-70.134727,1,1
NULL,-4.009467,-70.13461,1,1
NULL,-4.009423,-70.132954,1,1
NULL,"-4.00938","-70.135096","1","1"
NULL,"-4.009305","-70.134521","1","1"
NULL,"-4.009277","-70.130948","1","1"
NULL,"-4.009257","-70.135305","1","1"
NULL,"-4.009252","-70.135417","1","1"
NULL,"-4.009237","-70.13568","1","1"
NULL,"-4.009207","-70.13282","1","1"
NULL,"-4.009196","-70.134793","1","1"
NULL,"-4.009173","-70.128735","1","1"
NULL,"-4.009126","-70.135135","1","1"
NULL,"-4.009126","-70.134845","1","1"
NULL,"-4.009076","-70.129923","1","1"
NULL,"-4.008979","-70.136042","1","1"
NULL,"-4.008971","-70.135596","1","1"
NULL,"-4.008817","-70.130867","1","1"
NULL,"-4.008811","-70.126889","1","1"
NULL,"-4.008758","-70.130318","1","1"
NULL,"-4.008747","-70.131037","1","1"
NULL,"-4.008736","-70.126634","1","1"
NULL,"-4.008717","-70.132846","1","1"
NULL,"-4.008615","-70.128753","1","1"
NULL,"-4.008534","-70.132511","1","1"
NULL,"-4.008421","-70.126343","1","1"
NULL,"-4.008335","-70.127002","1","1"
NULL,"-4.00819","-70.127385","1","1"
NULL,"-4.008159","-70.136939","1","1"
NULL,"-4.008153","-70.132803","1","1"
NULL,"-4.008121","-70.126677","1","1"
NULL,"-4.008094","-70.126718","1","1"
NULL,"-4.007953","-70.154919","1","1"
NULL,"-4.007922","-70.166598","1","1"
NULL,"-4.007921","-70.12857","1","1"
NULL,"-4.007881","-70.163781","1","1"
NULL,"-4.007837","-70.127415","1","1"
NULL,"-4.007821","-70.132891","1","1"
NULL,"-4.00776","-70.13396","1","1"
NULL,"-4.007753","-70.141409","1","1"
NULL,"-4.007691","-70.133597","1","1"
NULL,"-4.007681","-70.141449","1","1"
NULL,"-4.007644","-70.138246","1","1"
NULL,"-4.007574","-70.12817","1","1"
NULL,"-4.007464","-70.132616","1","1"
NULL,"-4.007432","-70.133849","1","1"
NULL,"-4.00742","-70.133927","1","1"
NULL,"-4.007412","-70.132541","1","1"
NULL,"-4.007394","-70.13393","1","1"
NULL,"-4.007376","-70.13386","1","1"
NULL,"-4.007345","-70.13374","1","1"
NULL,"-4.007331","-70.132723","1","1"
NULL,"-4.007253","-70.162626","1","1"
NULL,"-4.007141","-70.132956","1","1"
NULL,"-4.007099","-70.132427","1","1"
NULL,"-4.006984","-70.163804","1","1"
NULL,"-4.006962","-70.169078","1","1"
NULL,"-4.006952","-70.132359","1","1"
NULL,"-4.006923","-70.132336","1","1"
NULL,"-4.006918","-70.132372","1","1"
NULL,"-4.006822","-70.132863","1","1"
NULL,"-4.006751","-70.133098","1","1"
NULL,"-4.00674","-70.163677","1","1"
NULL,"-4.006699","-70.133117","1","1"
NULL,"-4.006681","-70.132376","1","1"
NULL,"-4.006603","-70.133063","1","1"
NULL,"-4.006547","-70.132371","1","1"
NULL,"-4.00653","-70.132946","1","1"
NULL,"-4.006512","-70.132584","1","1"
NULL,"-4.006487","-70.112964","1","1"
NULL,"-4.005148","-70.124373","1","1"
NULL,"-4.004675","-70.123875","1","1"
NULL,"-4.003986","-70.070818","1","1"
NULL,"-4.002941","-70.166239","1","1"
NULL,"-4.002657","-70.029054","1","1"
NULL,"-4.002507","-70.1576","1","1"
NULL,"-4.002018","-70.154069","1","1"
NULL,"-3.997147","-70.11438","1","1"
NULL,"-3.995503","-70.150127","1","1"
NULL,"-3.967681","-70.039704","1","1"
NULL,"-3.955488","-70.098284","1","1"
NULL,"-3.949186","-70.114763","1","1"
NULL,"-3.938226","-70.125749","1","1"
NULL,"-3.922911","-70.167095","1","1"
NULL,"-3.909774","-70.177934","1","1"
NULL,"-3.905344","-70.125749","1","1"
NULL,"-3.896216","-70.186843","1","1"
NULL,"-3.89514","-70.188613","1","1"
NULL,"-3.894781","-70.187376","1","1"
NULL,"-3.894383","-70.180681","1","1"
NULL,"-3.894383","-70.169695","1","1"
NULL,"-3.894383","-70.136736","1","1"
NULL,"-3.894344","-70.186001","1","1"
NULL,"-3.893714","-70.190082","1","1"
NULL,"-3.893657","-70.186095","1","1"
NULL,"-3.88707","-70.180681","1","1"
NULL,"-3.883628","-70.183428","1","1"
NULL,"-3.881613","-70.230515","1","1"
NULL,"-3.880755","-70.232268","1","1"
NULL,"-3.880379","-70.257121","1","1"
NULL,"-3.872093","-70.234642","1","1"
NULL,"-3.8708","-70.194581","1","1"
NULL,"-3.869904","-70.24494","1","1"
NULL,"-3.869106","-70.245815","1","1"
NULL,"-3.869057","-70.245137","1","1"
NULL,"-3.868157","-70.245385","1","1"
NULL,"-3.867859","-70.247591","1","1"
NULL,"-3.867802","-70.23012","1","1"
NULL,"-3.867643","-70.267314","1","1"
NULL,"-3.86648","-70.234574","1","1"
NULL,"-3.86597","-70.207351","1","1"
NULL,"-3.86549","-70.207547","1","1"
NULL,"-3.865414","-70.205781","1","1"
NULL,"-3.865411","-70.205788","1","1"
NULL,"-3.865403","-70.205703","1","1"
NULL,"-3.865397","-70.205759","1","1"
NULL,"-3.865393","-70.205789","1","1"
NULL,"-3.865392","-70.205789","1","1"
NULL,"-3.865387","-70.205799","1","1"
NULL,"-3.865387","-70.205726","1","1"
NULL,"-3.865384","-70.205784","1","1"
NULL,"-3.865348","-70.206981","1","1"
NULL,"-3.865333","-70.205929","1","1"
NULL,"-3.865277","-70.206161","1","1"
NULL,"-3.865099","-70.205532","1","1"
NULL,"-3.865098","-70.205908","1","1"
NULL,"-3.865076","-70.205985","1","1"
NULL,"-3.865063","-70.205753","1","1"
NULL,"-3.865062","-70.206032","1","1"
NULL,"-3.865055","-70.206053","1","1"
NULL,"-3.865039","-70.205843","1","1"
NULL,"-3.864936","-70.205458","1","1"
NULL,"-3.864923","-70.206453","1","1"
NULL,"-3.864916","-70.207065","1","1"
NULL,"-3.864873","-70.204993","1","1"
NULL,"-3.86486","-70.205761","1","1"
NULL,"-3.864855","-70.206273","1","1"
NULL,"-3.864849","-70.205312","1","1"
NULL,"-3.864844","-70.206617","1","1"
NULL,"-3.864821","-70.205181","1","1"
NULL,"-3.8648","-70.206262","1","1"
NULL,"-3.864798","-70.206259","1","1"
NULL,"-3.864768","-70.205703","1","1"
NULL,"-3.864756","-70.206153","1","1"
NULL,"-3.864755","-70.205546","1","1"
NULL,"-3.864736","-70.205827","1","1"
NULL,"-3.864729","-70.205835","1","1"
NULL,"-3.864727","-70.205515","1","1"
NULL,"-3.86472","-70.205894","1","1"
NULL,"-3.864719","-70.206253","1","1"
NULL,"-3.864704","-70.205124","1","1"
NULL,"-3.864695","-70.206267","1","1"
NULL,"-3.864683","-70.206249","1","1"
NULL,"-3.864672","-70.206248","1","1"
NULL,"-3.864664","-70.206007","1","1"
NULL,"-3.864655","-70.20637","1","1"
NULL,"-3.864639","-70.205303","1","1"
NULL,"-3.864622","-70.206024","1","1"
NULL,"-3.864618","-70.206022","1","1"
NULL,"-3.864609","-70.205483","1","1"
NULL,"-3.864607","-70.206321","1","1"
NULL,"-3.864603","-70.206365","1","1"
NULL,"-3.864599","-70.206221","1","1"
NULL,"-3.864596","-70.206285","1","1"
NULL,"-3.864594","-70.20548","1","1"
NULL,"-3.864564","-70.204986","1","1"
NULL,"-3.864549","-70.206177","1","1"
NULL,"-3.864547","-70.20627","1","1"
NULL,"-3.864536","-70.206259","1","1"
NULL,"-3.864526","-70.206248","1","1"
NULL,"-3.864519","-70.206238","1","1"
NULL,"-3.864479","-70.205695","1","1"
NULL,"-3.864445","-70.20521","1","1"
NULL,"-3.864441","-70.205762","1","1"
NULL,"-3.864422","-70.20551","1","1"
NULL,"-3.864406","-70.205507","1","1"
NULL,"-3.864401","-70.205411","1","1"
NULL,"-3.864393","-70.205362","1","1"
NULL,"-3.864391","-70.206141","1","1"
NULL,"-3.864363","-70.205223","1","1"
NULL,"-3.86428","-70.205186","1","1"
NULL,"-3.864269","-70.205419","1","1"
NULL,"-3.864207","-70.268737","1","1"
NULL,"-3.864203","-70.205558","1","1"
NULL,"-3.864131","-70.205304","1","1"
NULL,"-3.863742","-70.207118","1","1"
NULL,"-3.863713","-70.207305","1","1"
NULL,"-3.863309","-70.207324","1","1"
NULL,"-3.862981","-70.238202","1","1"
NULL,"-3.862168","-70.253228","1","1"
NULL,"-3.8615","-70.224626","1","1"
NULL,"-3.8615","-70.180681","1","1"
NULL,"-3.861473","-70.208595","1","1"
NULL,"-3.86147","-70.24388","1","1"
NULL,"-3.861454","-70.251666","1","1"
NULL,"-3.861392","-70.240312","1","1"
NULL,"-3.861385","-70.244012","1","1"
NULL,"-3.861321","-70.2534","1","1"
NULL,"-3.861311","-70.245572","1","1"
NULL,"-3.861167","-70.245021","1","1"
NULL,"-3.860938","-70.208481","1","1"
NULL,"-3.860853","-70.208348","1","1"
NULL,"-3.860821","-70.269097","1","1"
NULL,"-3.860771","-70.246546","1","1"
NULL,"-3.860695","-70.208384","1","1"
NULL,"-3.860536","-70.206048","1","1"
NULL,"-3.86041","-70.242113","1","1"
NULL,"-3.86031","-70.242616","1","1"
NULL,"-3.860142","-70.247387","1","1"
NULL,"-3.859919","-70.244148","1","1"
NULL,"-3.859889","-70.245641","1","1"
NULL,"-3.859752","-70.253834","1","1"
NULL,"-3.859374","-70.246754","1","1"
NULL,"-3.858532","-70.248313","1","1"
NULL,"-3.858304","-70.250216","1","1"
NULL,"-3.857155","-70.245377","1","1"
NULL,"-3.854872","-70.252392","1","1"
NULL,"-3.854433","-70.27049","1","1"
NULL,"-3.852784","-70.25533","1","1"
NULL,"-3.852273","-70.220848","1","1"
NULL,"-3.852249","-70.249134","1","1"
NULL,"-3.850938","-70.513625","1","1"
NULL,"-3.850721","-70.248071","1","1"
NULL,"-3.850518","-70.414125","1","1"
NULL,"-3.849725","-70.25153","1","1"
NULL,"-3.849537","-70.245195","1","1"
NULL,"-3.849184","-70.220425","1","1"
NULL,"-3.84839","-70.251764","1","1"
NULL,"-3.845963","-70.222117","1","1"
NULL,"-3.845349","-70.255082","1","1"
NULL,"-3.844371","-70.2555","1","1"
NULL,"-3.844214","-70.255122","1","1"
NULL,"-3.844077","-70.218976","1","1"
NULL,"-3.84399","-70.251147","1","1"
NULL,"-3.843965","-70.274996","1","1"
NULL,"-3.843586","-70.236457","1","1"
NULL,"-3.843188","-70.255584","1","1"
NULL,"-3.842829","-70.255657","1","1"
NULL,"-3.842734","-70.248223","1","1"
NULL,"-3.841664","-70.240358","1","1"
NULL,"-3.841362","-70.239243","1","1"
NULL,"-3.839895","-70.256274","1","1"
NULL,"-3.839805","-70.248001","1","1"
NULL,"-3.839632","-70.241734","1","1"
NULL,"-3.839577","-70.169695","1","1"
NULL,"-3.838258","-70.622361","1","1"
NULL,"-3.837991","-70.24375","1","1"
NULL,"-3.837947","-70.244839","1","1"
NULL,"-3.837508","-70.245312","1","1"
NULL,"-3.837153","-70.248587","1","1"
NULL,"-3.837121","-70.248739","1","1"
NULL,"-3.837094","-70.248312","1","1"
NULL,"-3.837075","-70.249186","1","1"
NULL,"-3.836119","-70.249755","1","1"
NULL,"-3.835916","-70.257134","1","1"
NULL,"-3.835795","-70.256218","1","1"
NULL,"-3.835669","-70.62404","1","1"
NULL,"-3.834759","-70.276326","1","1"
NULL,"-3.831791","-70.240887","1","1"
NULL,"-3.830956","-70.224859","1","1"
NULL,"-3.830166","-70.650121","1","1"
NULL,"-3.82928","-70.214066","1","1"
NULL,"-3.82807","-70.271555","1","1"
NULL,"-3.827939","-70.247396","1","1"
NULL,"-3.827688","-70.247716","1","1"
NULL,"-3.827403","-70.249165","1","1"
NULL,"-3.827378","-70.249177","1","1"
NULL,"-3.827282","-70.248683","1","1"
NULL,"-3.827253","-70.248999","1","1"
NULL,"-3.827157","-70.248377","1","1"
NULL,"-3.827154","-70.247403","1","1"
NULL,"-3.827144","-70.248647","1","1"
NULL,"-3.827089","-70.248234","1","1"
